calcPhase t x y theta P11 P12 P13 P22 P23 P33 U1 U2 y1 y2
1 0.345000 606.681015 1579.934235 1.565454 0.167622 0.001325 -0.001059 0.025957 -0.000010 0.000008 4.502949 0.000000 0.000000 0.000000 
1 0.350000 606.705072 1584.437121 1.565454 0.177321 0.001346 -0.001095 0.026188 -0.000010 0.000008 4.502949 -0.000000 0.000000 0.000000 
1 0.355000 606.729128 1588.940006 1.565454 0.187350 0.001365 -0.001132 0.026418 -0.000010 0.000008 4.502949 0.000000 0.000000 0.000000 
1 0.360000 606.757195 1594.193372 1.565454 0.199473 0.001384 -0.001176 0.026649 -0.000010 0.000008 5.253441 0.000000 0.000000 0.000000 
1 0.365000 606.781251 1598.696257 1.565454 0.210228 0.001399 -0.001213 0.026879 -0.000009 0.000008 4.502949 0.000000 0.000000 0.000000 
1 0.370000 606.807313 1603.574383 1.558753 0.222263 0.001374 -0.001254 0.027109 -0.000009 0.000008 4.878195 -0.006701 0.000000 0.000000 
1 0.375000 606.866061 1608.452224 1.565454 0.234700 0.001384 -0.001296 0.027340 -0.000009 0.000009 4.878195 0.006701 0.000000 0.000000 
1 0.380000 606.892122 1613.330350 1.558753 0.247542 0.001350 -0.001337 0.027570 -0.000008 0.000009 4.878195 -0.006701 0.000000 0.000000 
1 0.385000 606.955389 1618.583410 1.558753 0.261830 0.001308 -0.001383 0.027800 -0.000008 0.000009 5.253441 -0.000000 0.000000 0.000000 
1 0.390000 607.009618 1623.086033 1.558753 0.274458 0.001268 -0.001422 0.028031 -0.000007 0.000009 4.502949 0.000000 0.000000 0.000000 
1 0.395000 607.072886 1628.339093 1.558753 0.289638 0.001215 -0.001468 0.028261 -0.000007 0.000009 5.253441 0.000000 0.000000 0.000000 
1 0.400000 607.136153 1633.592153 1.558753 0.305305 0.001156 -0.001514 0.028491 -0.000006 0.000009 5.253441 0.000000 0.000000 0.000000 
1 0.405000 607.199420 1638.845213 1.558753 0.321463 0.001091 -0.001561 0.028722 -0.000005 0.000009 5.253441 -0.000000 0.000000 0.000000 
1 0.410000 607.262687 1644.098273 1.558753 0.338115 0.001021 -0.001609 0.028952 -0.000005 0.000009 5.253441 0.000000 0.000000 0.000000 
